2019-05-01 09:28:26,793 INFO  [main] YamlConfigurationLoader.java:89 getStorageConfigURL Configuration location: file:/etc/cassandra/cassandra.yaml
2019-05-01 09:28:27,174 INFO  [main] Config.java:496 log Node configuration:[allocate_tokens_for_keyspace=null; authenticator=AllowAllAuthenticator; authorizer=AllowAllAuthorizer; auto_bootstrap=true; auto_snapshot=true; back_pressure_enabled=false; back_pressure_strategy=null; batch_size_fail_threshold_in_kb=50; batch_size_warn_threshold_in_kb=5; batchlog_replay_throttle_in_kb=1024; broadcast_address=null; broadcast_rpc_address=null; buffer_pool_use_heap_if_exhausted=true; cas_contention_timeout_in_ms=5000; cdc_enabled=false; cdc_free_space_check_interval_ms=250; cdc_raw_directory=null; cdc_total_space_in_mb=0; client_encryption_options=<REDACTED>; cluster_name=Test Cluster; column_index_cache_size_in_kb=2; column_index_size_in_kb=64; commit_failure_policy=stop; commitlog_compression=null; commitlog_directory=null; commitlog_max_compression_buffers_in_pool=3; commitlog_periodic_queue_size=-1; commitlog_segment_size_in_mb=32; commitlog_sync=periodic; commitlog_sync_batch_window_in_ms=NaN; commitlog_sync_period_in_ms=10000; commitlog_total_space_in_mb=null; compaction_large_partition_warning_threshold_mb=100; compaction_throughput_mb_per_sec=16; concurrent_compactors=null; concurrent_counter_writes=32; concurrent_materialized_view_writes=32; concurrent_reads=32; concurrent_replicates=null; concurrent_writes=32; counter_cache_keys_to_save=2147483647; counter_cache_save_period=7200; counter_cache_size_in_mb=null; counter_write_request_timeout_in_ms=5000; credentials_cache_max_entries=1000; credentials_update_interval_in_ms=-1; credentials_validity_in_ms=2000; cross_node_timeout=false; data_file_directories=[Ljava.lang.String;@96def03; disk_access_mode=auto; disk_failure_policy=stop; disk_optimization_estimate_percentile=0.95; disk_optimization_page_cross_chance=0.1; disk_optimization_strategy=ssd; dynamic_snitch=true; dynamic_snitch_badness_threshold=0.1; dynamic_snitch_reset_interval_in_ms=600000; dynamic_snitch_update_interval_in_ms=100; enable_materialized_views=true; enable_scripted_user_defined_functions=false; enable_user_defined_functions=false; enable_user_defined_functions_threads=true; encryption_options=null; endpoint_snitch=GossipingPropertyFileSnitch; file_cache_round_up=null; file_cache_size_in_mb=null; gc_log_threshold_in_ms=200; gc_warn_threshold_in_ms=1000; hinted_handoff_disabled_datacenters=[]; hinted_handoff_enabled=true; hinted_handoff_throttle_in_kb=1024; hints_compression=null; hints_directory=null; hints_flush_period_in_ms=10000; incremental_backups=false; index_interval=null; index_summary_capacity_in_mb=null; index_summary_resize_interval_in_minutes=60; initial_token=null; inter_dc_stream_throughput_outbound_megabits_per_sec=200; inter_dc_tcp_nodelay=false; internode_authenticator=null; internode_compression=all; internode_recv_buff_size_in_bytes=0; internode_send_buff_size_in_bytes=0; key_cache_keys_to_save=2147483647; key_cache_save_period=14400; key_cache_size_in_mb=null; listen_address=localhost; listen_interface=null; listen_interface_prefer_ipv6=false; listen_on_broadcast_address=false; max_hint_window_in_ms=10800000; max_hints_delivery_threads=2; max_hints_file_size_in_mb=128; max_mutation_size_in_kb=null; max_streaming_retries=3; max_value_size_in_mb=256; memtable_allocation_type=heap_buffers; memtable_cleanup_threshold=null; memtable_flush_writers=0; memtable_heap_space_in_mb=null; memtable_offheap_space_in_mb=null; min_free_space_per_drive_in_mb=50; native_transport_flush_in_batches_legacy=true; native_transport_max_concurrent_connections=-1; native_transport_max_concurrent_connections_per_ip=-1; native_transport_max_frame_size_in_mb=256; native_transport_max_threads=128; native_transport_port=9042; native_transport_port_ssl=null; num_tokens=8; otc_backlog_expiration_interval_ms=200; otc_coalescing_enough_coalesced_messages=8; otc_coalescing_strategy=DISABLED; otc_coalescing_window_us=200; partitioner=org.apache.cassandra.dht.Murmur3Partitioner; permissions_cache_max_entries=1000; permissions_update_interval_in_ms=-1; permissions_validity_in_ms=2000; phi_convict_threshold=8.0; prepared_statements_cache_size_mb=null; range_request_timeout_in_ms=10000; read_request_timeout_in_ms=5000; request_scheduler=org.apache.cassandra.scheduler.NoScheduler; request_scheduler_id=null; request_scheduler_options=null; request_timeout_in_ms=10000; role_manager=CassandraRoleManager; roles_cache_max_entries=1000; roles_update_interval_in_ms=-1; roles_validity_in_ms=2000; row_cache_class_name=org.apache.cassandra.cache.OHCProvider; row_cache_keys_to_save=2147483647; row_cache_save_period=0; row_cache_size_in_mb=0; rpc_address=localhost; rpc_interface=null; rpc_interface_prefer_ipv6=false; rpc_keepalive=true; rpc_listen_backlog=50; rpc_max_threads=2147483647; rpc_min_threads=16; rpc_port=9160; rpc_recv_buff_size_in_bytes=null; rpc_send_buff_size_in_bytes=null; rpc_server_type=sync; saved_caches_directory=null; seed_provider=org.apache.cassandra.locator.SimpleSeedProvider{seeds=127.0.0.1}; server_encryption_options=<REDACTED>; slow_query_log_timeout_in_ms=500; snapshot_before_compaction=false; ssl_storage_port=7001; sstable_preemptive_open_interval_in_mb=50; start_native_transport=true; start_rpc=false; storage_port=7000; stream_throughput_outbound_megabits_per_sec=200; streaming_keep_alive_period_in_secs=300; streaming_socket_timeout_in_ms=86400000; thrift_framed_transport_size_in_mb=15; thrift_max_message_length_in_mb=16; thrift_prepared_statements_cache_size_mb=null; tombstone_failure_threshold=100000; tombstone_warn_threshold=1000; tracetype_query_ttl=86400; tracetype_repair_ttl=604800; transparent_data_encryption_options=org.apache.cassandra.config.TransparentDataEncryptionOptions@5ccddd20; trickle_fsync=false; trickle_fsync_interval_in_kb=10240; truncate_request_timeout_in_ms=60000; unlogged_batch_across_partitions_warn_threshold=10; user_defined_function_fail_timeout=1500; user_defined_function_warn_timeout=500; user_function_timeout_policy=die; windows_timer_interval=1; write_request_timeout_in_ms=5000]
2019-05-01 09:28:27,176 INFO  [main] DatabaseDescriptor.java:373 applySimpleConfig DiskAccessMode 'auto' determined to be mmap, indexAccessMode is mmap
2019-05-01 09:28:27,177 INFO  [main] DatabaseDescriptor.java:431 applySimpleConfig Global memtable on-heap threshold is enabled at 462MB
2019-05-01 09:28:27,178 INFO  [main] DatabaseDescriptor.java:435 applySimpleConfig Global memtable off-heap threshold is enabled at 462MB
2019-05-01 09:28:27,188 WARN  [main] DatabaseDescriptor.java:480 applySimpleConfig Small commitlog volume detected at /var/lib/cassandra/commitlog; setting commitlog_total_space_in_mb to 2437.  You can override this in cassandra.yaml
2019-05-01 09:28:27,189 WARN  [main] DatabaseDescriptor.java:507 applySimpleConfig Small cdc volume detected at /var/lib/cassandra/cdc_raw; setting cdc_total_space_in_mb to 1218.  You can override this in cassandra.yaml
2019-05-01 09:28:27,356 WARN  [main] DatabaseDescriptor.java:556 applySimpleConfig Only 7.298GiB free across all data volumes. Consider adding more capacity to your cluster or removing obsolete snapshots
2019-05-01 09:28:27,401 INFO  [main] RateBasedBackPressure.java:123 <init> Initialized back-pressure with high ratio: 0.9, factor: 5, flow: FAST, window size: 5000.
2019-05-01 09:28:27,408 INFO  [main] DatabaseDescriptor.java:735 applySimpleConfig Back-pressure is disabled with strategy null.
2019-05-01 09:28:27,597 INFO  [main] GossipingPropertyFileSnitch.java:64 <init> Loaded cassandra-topology.properties for compatibility
2019-05-01 09:28:28,187 INFO  [main] NativeLibrary.java:174 tryMlockall JNA mlockall successful
2019-05-01 09:28:28,431 WARN  [main] Node.java:549 warnIfPreRelease version [6.2.3-SNAPSHOT] is a pre-release version of Elasticsearch and is not suitable for production
2019-05-01 09:28:30,852 INFO  [main] QueryProcessor.java:116 <clinit> Initialized prepared statement caches with 10 MB (native) and 10 MB (Thrift)
2019-05-01 09:28:31,513 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.IndexInfo
2019-05-01 09:28:32,248 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.batches
2019-05-01 09:28:32,255 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.paxos
2019-05-01 09:28:32,267 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.local
2019-05-01 09:28:32,274 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.peers
2019-05-01 09:28:32,280 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.peer_events
2019-05-01 09:28:32,286 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.range_xfers
2019-05-01 09:28:32,297 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.compaction_history
2019-05-01 09:28:32,303 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.sstable_activity
2019-05-01 09:28:32,326 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.size_estimates
2019-05-01 09:28:32,332 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.available_ranges
2019-05-01 09:28:32,347 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.transferred_ranges
2019-05-01 09:28:32,358 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.views_builds_in_progress
2019-05-01 09:28:32,367 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.built_views
2019-05-01 09:28:32,380 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.hints
2019-05-01 09:28:32,388 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.batchlog
2019-05-01 09:28:32,395 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.prepared_statements
2019-05-01 09:28:32,402 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.schema_keyspaces
2019-05-01 09:28:32,409 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.schema_columnfamilies
2019-05-01 09:28:32,415 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.schema_columns
2019-05-01 09:28:32,420 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.schema_triggers
2019-05-01 09:28:32,426 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.schema_usertypes
2019-05-01 09:28:32,434 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.schema_functions
2019-05-01 09:28:32,446 INFO  [main] ColumnFamilyStore.java:429 <init> Initializing system.schema_aggregates
2019-05-01 09:28:32,448 INFO  [main] ViewManager.java:137 reload Not submitting build tasks for views in keyspace system as storage service is not initialized
2019-05-01 09:28:32,507 INFO  [main] ApproximateTime.java:44 <clinit> Scheduling approximate time-check task with a precision of 10 milliseconds
